OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-32411,2024-184R,2026-06-28T09:27:50.724576,15.34393667,.00011562,53.1601,219.2135,85.5923,274.5212,0,U,61547,999,9546,.33571608E-4,.758E-5,0
STARLINK-32424,2024-184S,2026-06-28T11:49:59.869056,15.34394940,.00010073,53.1599,218.4094,85.8817,274.2301,0,U,61548,999,9548,-.37446255E-4,-.1641E-4,0
STARLINK-32389,2024-184T,2026-06-28T12:12:32.321952,15.30190536,.00008822,53.1590,219.2178,92.3486,267.7615,0,U,61549,999,9547,.75796634E-4,.1886E-4,0
STARLINK-32476,2024-184U,2026-06-28T11:59:04.941600,15.34390066,.0001219,53.1595,218.4481,96.7038,263.4103,0,U,61550,999,9548,.23840236E-4,.429E-5,0
STARLINK-32366,2024-184V,2026-06-28T08:24:13.218336,15.34394384,.00011959,53.1588,218.9429,138.3431,221.7663,0,U,61551,999,9546,-.38989949E-4,-.1693E-4,0
QIANFAN-19,2024-185A,2026-06-28T14:28:36.182784,14.14483806,.00084543,88.9829,55.2685,42.3657,317.8181,0,U,61552,999,9763,.17170816E-3,.343E-5,0
QIANFAN-20,2024-185B,2026-06-28T14:52:28.955712,14.09027266,.00080914,88.9825,55.7868,77.8182,282.3907,0,U,61553,999,9735,.12681706E-3,.234E-5,0
QIANFAN-21,2024-185C,2026-06-28T14:13:34.955616,14.22865458,.00130004,88.9745,53.8068,79.8713,280.3945,0,U,61554,999,9810,.21876202E-3,.506E-5,0
QIANFAN-22,2024-185D,2026-06-28T14:59:58.211520,13.86398823,.00084703,88.9811,57.5663,103.7197,256.4917,0,U,61555,999,9635,.20861729E-3,.255E-5,0
QIANFAN-23,2024-185E,2026-06-28T15:37:48.190944,14.16508445,.00093295,88.9821,54.9795,48.8809,311.3183,0,U,61556,999,9776,.17382126E-3,.36E-5,0
QIANFAN-24,2024-185F,2026-06-28T15:19:38.765568,14.24081380,.00104145,88.9804,54.0647,25.7556,334.4153,0,U,61557,999,9818,.22624248E-3,.535E-5,0
QIANFAN-25,2024-185G,2026-06-28T15:23:47.926752,14.06085727,.00128997,88.9819,55.7929,75.3384,284.9227,0,U,61558,999,9731,.2112224E-3,.361E-5,0
QIANFAN-26,2024-185H,2026-06-28T15:19:26.565888,13.77917791,.00072822,88.9818,58.3906,119.5752,240.6141,0,U,61559,999,9592,.19370568E-3,.207E-5,0
QIANFAN-27,2024-185J,2026-06-28T15:21:25.771968,14.27545427,.00079905,88.9814,53.7453,17.6081,342.5389,0,U,61560,999,9839,.15124353E-3,.386E-5,0
QIANFAN-28,2024-185K,2026-06-28T14:00:35.986176,14.28399321,.00078126,88.9832,53.7646,16.3226,343.8219,0,U,61561,999,9841,.24630348E-3,.63E-5,0
QIANFAN-29,2024-185L,2026-06-28T15:05:47.488704,13.51075339,.00092302,88.9793,60.8565,186.9629,173.1396,0,U,61562,999,9451,.16281136E-3,.117E-5,0
QIANFAN-30,2024-185M,2026-06-28T14:32:12.289920,13.50054924,.00071862,88.9813,60.4599,169.1179,191.0129,0,U,61563,999,9476,.21463602E-3,.149E-5,0
QIANFAN-31,2024-185N,2026-06-28T14:10:29.572320,13.58042507,.00072596,88.9796,59.9493,155.4166,204.7337,0,U,61564,999,9501,.22130565E-3,.172E-5,0
QIANFAN-32,2024-185P,2026-06-28T14:43:31.482912,13.50788032,.00083976,88.9853,60.6527,204.1389,155.9370,0,U,61565,999,9475,.1843541E-3,.131E-5,0
QIANFAN-33,2024-185Q,2026-06-28T15:28:48.384480,13.96715253,.00096664,88.9810,56.7438,71.7311,288.4917,0,U,61566,999,9678,.1665226E-3,.245E-5,0
QIANFAN-34,2024-185R,2026-06-28T13:59:29.674176,14.02475683,.0008602,88.9786,56.0522,72.0219,288.1898,0,U,61567,999,9708,.229835E-3,.367E-5,0
QIANFAN-35,2024-185S,2026-06-28T15:12:39.640896,14.28281681,.00068832,88.9813,53.6520,16.2006,343.9407,0,U,61568,999,9842,.2236631E-3,.572E-5,0
QIANFAN-36,2024-185T,2026-06-28T15:06:48.062880,13.55637037,.0005969,88.9788,60.4235,169.2502,190.8780,0,U,61569,999,9473,.93825907E-4,.77E-6,0
GAOFEN-12 05,2024-186A,2026-06-28T14:57:46.937088,14.80965983,.00008494,97.9092,187.6126,115.4807,244.6494,0,U,61571,999,9103,.52507688E-4,.354E-5,0
STARLINK-11356 [DTC],2024-187A,2026-06-27T23:42:59.088096,15.69708200,.00009227,53.1585,112.5446,54.4796,305.6308,0,U,61574,999,9810,.7843649E-5,.362E-5,0
STARLINK-11376 [DTC],2024-187B,2026-06-28T02:39:18.250560,15.69682136,.00010024,53.1573,111.8865,51.2139,308.8968,0,U,61575,999,9804,.35758466E-4,.3741E-4,0
STARLINK-11372 [DTC],2024-187C,2026-06-28T02:32:14.067168,15.69687562,.00009819,53.1593,111.8505,65.7104,294.4017,0,U,61576,999,9809,.38904401E-4,.4123E-4,0
STARLINK-11375 [DTC],2024-187D,2026-06-28T02:25:10.447968,15.69683127,.00007494,53.1590,111.8194,65.2029,294.9067,0,U,61577,999,9809,.24212335E-4,.2343E-4,0
STARLINK-11285 [DTC],2024-187E,2026-06-28T02:18:05.687424,15.69715586,.00012255,53.1611,111.7878,78.6537,281.4619,0,U,61578,999,9804,-.15045943E-4,-.2411E-4,0
STARLINK-11275 [DTC],2024-187F,2026-06-28T12:52:49.273824,15.69702384,.00004663,53.1588,109.5574,92.3369,267.7702,0,U,61579,999,9811,.14284646E-4,.1143E-4,0
STARLINK-11342 [DTC],2024-187G,2026-06-28T12:45:45.802368,15.69701453,.00011387,53.1589,109.5244,86.9088,273.2060,0,U,61580,999,9821,.17863903E-4,.1575E-4,0
STARLINK-11374 [DTC],2024-187H,2026-06-28T12:38:52.469088,15.69678815,.00014764,53.1595,110.2278,91.8138,268.3049,0,U,61581,999,9820,-.19182624E-4,-.2909E-4,0
STARLINK-11373 [DTC],2024-187J,2026-06-28T12:31:47.136576,15.69695740,.00012417,53.1594,110.1941,83.3449,276.7711,0,U,61582,999,9815,.9470888E-5,.558E-5,0
STARLINK-11368 [DTC],2024-187K,2026-06-28T12:24:42.998976,15.69714767,.00013364,53.1604,110.1601,76.3807,283.7360,0,U,61583,999,9810,-.4963669E-5,-.119E-4,0
STARLINK-11370 [DTC],2024-187L,2026-06-28T00:04:11.428320,15.69697198,.00011121,53.1593,112.6386,33.0500,327.0587,0,U,61584,999,9807,-.11914548E-4,-.2031E-4,0
STARLINK-11361 [DTC],2024-187M,2026-06-28T12:10:35.262048,15.69807451,.00012131,53.1567,110.0945,73.6525,286.4626,0,U,61585,999,9815,.17442129E-2,.217221E-2,0
STARLINK-11360 [DTC],2024-187N,2026-06-27T23:50:02.905152,15.69706300,.00009063,53.1589,112.5731,84.4275,275.6846,0,U,61586,999,9812,.8021877E-5,.383E-5,0
STARLINK-32353,2024-187P,2026-06-28T14:42:15.569280,15.34407791,.00011916,53.1580,267.8753,89.2783,270.8357,0,U,61587,999,9603,.66947834E-3,.22316E-3,0
STARLINK-32325,2024-187Q,2026-06-28T13:35:44.142432,15.34397657,.0001306,53.1615,268.3041,70.5739,289.5404,0,U,61588,999,9608,.57885654E-4,.158E-4,0
STARLINK-32416,2024-187R,2026-06-28T14:23:08.365632,15.34399271,.00013494,53.1598,253.5837,123.7570,236.3561,0,U,61589,999,9629,-.53475549E-4,-.2183E-4,0
STARLINK-32413,2024-187S,2026-06-28T12:20:07.149696,15.34390763,.00010008,53.1601,268.6760,96.5707,263.5410,0,U,61590,999,9607,-.11097345E-4,-.751E-5,0
STARLINK-32409,2024-187T,2026-06-28T14:59:29.749632,15.34396529,.00007693,53.1599,253.7431,75.3780,284.7308,0,U,61591,999,9629,.37720234E-4,.899E-5,0
STARLINK-32422,2024-187U,2026-06-28T11:33:43.308000,15.34392933,.00012104,53.1605,254.2689,80.3099,279.8040,0,U,61592,999,9627,.42526278E-4,.1061E-4,0
STARLINK-32397,2024-187V,2026-06-28T12:01:06.698208,15.34383101,.00011032,53.1590,266.4685,107.1162,252.9962,0,U,61593,999,9610,.63136238E-4,.1756E-4,0
ONEWEB-0015,2024-188A,2026-06-28T14:25:59.577600,13.11418599,.0001934,87.8878,18.8202,71.4559,288.6779,0,U,61594,999,8595,.3767712E-3,.146E-5,0
ONEWEB-0687,2024-188B,2026-06-28T13:05:11.735808,13.17649337,.00022862,87.9127,3.6161,82.0583,278.0808,0,U,61595,999,8739,.10027027E-3,.52E-6,0
ONEWEB-0688,2024-188C,2026-06-28T11:57:09.026496,13.17649298,.00021631,87.9126,3.6253,55.6336,304.5000,0,U,61596,999,8738,.46430931E-4,.31E-6,0
ONEWEB-0689,2024-188D,2026-06-28T13:24:57.103200,13.11413806,.00021392,87.8892,18.7883,89.4046,270.7327,0,U,61597,999,8594,.48169226E-3,.183E-5,0
ONEWEB-0690,2024-188E,2026-06-28T13:39:36.071136,13.11415290,.0001189,87.8888,18.7974,93.6712,266.4552,0,U,61598,999,8612,-.71428212E-3,-.24E-5,0
ONEWEB-0691,2024-188F,2026-06-28T13:32:16.511136,13.11415910,.00019584,87.8898,18.7082,77.0339,283.1008,0,U,61599,999,8597,-.21241346E-3,-.63E-6,0
ONEWEB-0692,2024-188G,2026-06-28T14:01:34.480704,13.11417556,.00023115,87.8878,18.8154,106.0624,254.0759,0,U,61600,999,8596,-.12170605E-2,-.419E-5,0
ONEWEB-0693,2024-188H,2026-06-28T14:03:30.774240,13.17649226,.00010667,87.9124,3.6273,88.1510,271.9743,0,U,61601,999,8738,.95328702E-4,.5E-6,0
ONEWEB-0695,2024-188J,2026-06-28T13:27:24.102432,13.11415565,.00023015,87.8876,18.8119,95.8876,264.2514,0,U,61602,999,8595,.33143354E-3,.13E-5,0
ONEWEB-0697,2024-188K,2026-06-28T14:13:47.062848,13.11417980,.00021726,87.8881,18.7960,107.4500,252.6865,0,U,61603,999,8594,-.8463103E-3,-.287E-5,0
ONEWEB-0698,2024-188L,2026-06-28T13:42:02.545056,13.11415376,.00016058,87.8876,18.8141,127.5193,232.6082,0,U,61604,999,8596,-.71620625E-3,-.241E-5,0
ONEWEB-0699,2024-188M,2026-06-28T14:13:13.151712,13.10373150,.00019967,87.8822,33.9937,105.1711,254.9637,0,U,61605,999,8480,.18340883E-2,.653E-5,0
ONEWEB-0700,2024-188N,2026-06-28T14:15:40.351392,13.10373772,.00022582,87.8839,33.9043,99.8865,260.2517,0,U,61606,999,8479,.14582011E-2,.522E-5,0
ONEWEB-0701,2024-188P,2026-06-28T14:40:05.465568,13.10369466,.00020778,87.8823,33.9902,109.7241,250.4111,0,U,61607,999,8480,-.78144461E-3,-.26E-5,0
ONEWEB-0702,2024-188Q,2026-06-28T12:58:06.852576,13.11416500,.00025388,87.8898,18.7280,107.8193,252.3212,0,U,61608,999,8597,.15534888E-2,.563E-5,0
ONEWEB-0704,2024-188R,2026-06-28T14:22:59.977056,13.10373532,.00026335,87.8826,33.9820,103.9287,256.2134,0,U,61609,999,8478,.85773012E-3,.312E-5,0
ONEWEB-0705,2024-188S,2026-06-28T14:30:19.656288,13.10369380,.00028319,87.8827,33.9867,88.3001,271.8450,0,U,61610,999,7695,.25897169E-3,.103E-5,0
ONEWEB-0706,2024-188T,2026-06-28T14:08:21.635520,13.10373431,.00023406,87.8824,33.9940,94.9685,265.1710,0,U,61611,999,8487,.19738417E-2,.702E-5,0
ONEWEB-0707,2024-188U,2026-06-28T14:18:06.957504,13.10374235,.00023427,87.8828,33.9873,95.1687,264.9708,0,U,61612,999,8481,.1452651E-2,.52E-5,0
ONEWEB-0708,2024-188V,2026-06-28T14:45:00.763488,13.10375224,.00022949,87.8818,34.0011,77.4383,282.7001,0,U,61613,999,8479,-.12692554E-2,-.43E-5,0
TIANPING 3A-01,2024-189A,2026-06-28T15:30:32.879232,15.01062077,.00020573,97.5184,199.5078,76.6424,283.5030,0,U,61614,999,9220,.23402364E-3,.2934E-4,0
TIANPING 3B-01,2024-189B,2026-06-28T13:54:11.265984,15.01022378,.0001733,97.5170,199.3454,52.0349,308.1032,0,U,61615,999,9215,.19023942E-3,.2372E-4,0
TIANPING 3B-02,2024-189C,2026-06-28T15:30:25.994880,15.01033109,.00023274,97.5185,199.5233,79.9847,280.1640,0,U,61616,999,9216,.19074683E-3,.2379E-4,0
YAOGAN-43 03A,2024-190A,2026-06-28T07:46:45.098976,15.23017777,.00037722,34.9899,127.6802,72.2881,287.8245,0,U,61617,999,9356,.23390931E-3,.5606E-4,0
YAOGAN-43 03B,2024-190B,2026-06-28T07:48:31.050432,15.23015806,.00059873,34.9876,127.5638,85.8890,274.2509,0,U,61618,999,9356,.26717098E-3,.641E-4,0
YAOGAN-43 03C,2024-190C,2026-06-28T06:22:04.624320,15.23048048,.00047554,34.9950,128.4092,88.4152,271.7107,0,U,61619,999,9351,.10160602E-3,.2415E-4,0
STARLINK-32302,2024-191A,2026-06-28T14:42:13.860288,15.27568526,.00014073,43.0023,247.8093,285.1562,74.9134,0,U,61621,999,9525,.96214291E-4,.2385E-4,0
STARLINK-32364,2024-191B,2026-06-28T11:48:43.456896,15.27577045,.00011966,43.0019,248.6264,266.6492,93.4223,0,U,61622,999,9448,.59731216E-4,.1382E-4,0
STARLINK-32331,2024-191C,2026-06-28T13:40:39.960480,15.27586251,.00010817,43.0010,251.8184,281.0084,79.0646,0,U,61623,999,9445,.92750074E-4,.2292E-4,0
STARLINK-32398,2024-191D,2026-06-28T13:39:31.910112,15.27580832,.00012601,43.0012,248.3454,281.1374,78.9336,0,U,61624,999,9449,.92324891E-4,.2279E-4,0
STARLINK-32365,2024-191E,2026-06-28T11:37:37.001856,15.27580151,.0001865,42.9986,248.5677,275.8000,84.2639,0,U,61625,999,9448,.18794912E-4,.255E-5,0
STARLINK-32333,2024-191F,2026-06-28T13:57:20.640960,15.27579351,.00008544,43.0023,251.9041,276.2045,83.8709,0,U,61626,999,9445,.6016306E-5,-.96E-6,0
STARLINK-32399,2024-191G,2026-06-28T12:41:42.662400,15.27579222,.00012076,42.9998,241.1120,273.2866,86.7847,0,U,61627,999,9457,.39092308E-4,.814E-5,0
STARLINK-32421,2024-191H,2026-06-28T13:48:47.532096,15.27570842,.00015161,43.0052,248.3909,269.1858,90.8820,0,U,61628,999,9449,.13947597E-4,.121E-5,0
STARLINK-32403,2024-191J,2026-06-28T13:33:58.762080,15.27579797,.00010758,43.0017,248.3156,267.9880,92.0849,0,U,61629,999,9449,.70994826E-4,.1692E-4,0
STARLINK-32390,2024-191K,2026-06-28T13:59:53.207808,15.27579650,.00012083,43.0014,248.4548,297.4754,62.5975,0,U,61630,999,9449,.75711268E-4,.1822E-4,0
STARLINK-32348,2024-191L,2026-06-28T12:12:05.136192,15.27573929,.0001087,43.0011,252.2150,265.2579,94.8149,0,U,61631,999,9444,.3439111E-4,.684E-5,0
STARLINK-32455,2024-191M,2026-06-28T14:08:25.632384,15.27582277,.00029616,43.0066,251.9618,271.9705,88.0807,0,U,61632,999,9445,.39048796E-4,.812E-5,0
STARLINK-32396,2024-191N,2026-06-28T13:51:47.454048,15.27574992,.00012922,43.0017,251.8749,264.1237,95.9467,0,U,61633,999,9445,.32589213E-4,.635E-5,0
STARLINK-32355,2024-191P,2026-06-27T22:30:34.845120,15.27576476,.0001746,43.0033,255.6744,266.2579,93.8074,0,U,61634,999,9435,.58064175E-4,.1336E-4,0
STARLINK-32370,2024-191Q,2026-06-28T14:36:41.096736,15.27580462,.00013463,42.9994,247.7790,269.8815,90.1882,0,U,61635,999,9450,-.21262646E-4,-.847E-5,0
STARLINK-32405,2024-191R,2026-06-28T14:17:41.813376,15.27574807,.00018517,43.0046,252.0089,271.4102,88.6537,0,U,61636,999,9445,.54302917E-4,.1232E-4,0
STARLINK-32419,2024-191S,2026-06-28T12:20:11.154336,15.27571712,.00011988,43.0052,248.7896,277.4465,82.6250,0,U,61637,999,9448,.14619386E-4,.14E-5,0
STARLINK-32320,2024-191T,2026-06-28T12:49:05.526336,15.27581396,.0001555,43.0004,252.4107,289.3385,70.7299,0,U,61638,999,9444,.37350382E-4,.766E-5,0
STARLINK-32341,2024-191U,2026-06-28T13:43:13.684224,15.27580566,.00014547,43.0045,248.3602,271.2687,88.7998,0,U,61639,999,9449,.55057283E-4,.1253E-4,0
STARLINK-32339,2024-191V,2026-06-28T11:22:48.913536,15.27594409,.00012004,43.0002,248.4893,264.4018,95.6697,0,U,61640,999,9447,-.56643922E-4,-.1821E-4,0
STARLINK-32327,2024-191W,2026-06-28T11:43:10.568928,15.27572291,.00013929,42.9987,248.5924,288.0553,72.0147,0,U,61641,999,9448,.43643509E-4,.939E-5,0
STARLINK-32264,2024-191X,2026-06-28T14:00:01.000224,15.63455703,.00231653,42.9884,234.2320,54.0330,53.7720,0,U,61642,999,593,.19634115E-2,.193083E-2,0
STARLINK-32337,2024-191Y,2026-06-28T13:28:25.665024,15.27577868,.00012337,43.0001,248.2835,281.3864,78.6849,0,U,61643,999,9525,.65382946E-4,.1537E-4,0
STARLINK-32238,2024-193A,2026-06-28T14:12:44.536032,15.30190058,.00016491,53.1613,296.0697,92.9289,267.1901,0,U,61661,999,9350,.60397523E-4,.1429E-4,0
STARLINK-32310,2024-193B,2026-06-28T14:09:41.830272,15.31701751,.00013352,53.1604,295.3465,104.5066,255.6084,0,U,61662,999,9351,.39549879E-4,.862E-5,0
STARLINK-32308,2024-193C,2026-06-28T14:10:45.721344,15.34387320,.00013022,53.1609,293.9335,70.3046,289.8097,0,U,61663,999,9353,-.21009863E-4,-.1086E-4,0
STARLINK-32301,2024-193D,2026-06-28T14:30:49.665600,15.31705527,.00013046,53.1621,295.4395,93.4318,266.6832,0,U,61664,999,9351,.72132609E-4,.1874E-4,0
STARLINK-32439,2024-193E,2026-06-28T14:30:57.976416,15.30200971,.00011044,53.1608,296.1434,71.0752,289.0368,0,U,61665,999,9350,.62543189E-4,.1494E-4,0
STARLINK-32428,2024-193F,2026-06-28T14:44:16.173312,15.31710136,.00009854,53.1607,295.4913,82.4453,277.6660,0,U,61666,999,9351,.51138606E-4,.1223E-4,0
STARLINK-32414,2024-193G,2026-06-28T14:14:15.298368,15.30188996,.00012894,53.1614,296.0736,94.6419,265.4729,0,U,61667,999,9350,.13831584E-3,.3738E-4,0
STARLINK-32441,2024-193H,2026-06-28T14:02:06.441792,15.30187989,.00008615,53.1613,296.0225,98.0817,262.0282,0,U,61668,999,9350,.65974942E-4,.1595E-4,0
STARLINK-32400,2024-193J,2026-06-28T14:00:01.000224,15.33559027,.00011274,53.1596,293.6312,81.3207,47.4069,0,U,61669,999,585,-.25949841E-3,-.89E-4,0
STARLINK-32449,2024-193K,2026-06-28T13:37:12.021600,15.31696832,.00009248,53.1611,295.9135,104.6589,255.4515,0,U,61670,999,9350,.70126193E-4,.1812E-4,0
STARLINK-32453,2024-193L,2026-06-28T13:34:44.973120,15.30190600,.00013098,53.1617,295.8995,115.5509,244.5627,0,U,61671,999,9350,.34336175E-4,.658E-5,0
STARLINK-32443,2024-193M,2026-06-28T13:23:45.606336,15.31703165,.00014814,53.1611,295.8575,103.1980,256.9187,0,U,61672,999,9350,.98005419E-4,.2677E-4,0
STARLINK-32417,2024-193N,2026-06-28T14:23:08.736288,15.31703851,.00011853,53.1610,295.4021,73.5434,286.5698,0,U,61673,999,9351,.4307346E-4,.972E-5,0
STARLINK-32326,2024-193P,2026-06-28T14:16:25.560192,15.31700049,.00013506,53.1605,295.3709,88.4669,271.6487,0,U,61674,999,9351,.27911832E-4,.501E-5,0
STARLINK-32294,2024-193Q,2026-06-28T13:56:15.472032,15.31698702,.00014395,53.1597,295.2855,106.5237,253.5923,0,U,61675,999,9351,.93116774E-4,.2525E-4,0
STARLINK-32309,2024-193R,2026-06-28T14:31:57.465408,15.34400242,.00011246,53.1603,294.0220,87.4578,272.6553,0,U,61676,999,9353,.85876025E-4,.2526E-4,0
STARLINK-32323,2024-193S,2026-06-28T15:17:17.043648,15.34394119,.00009656,53.1602,293.5099,99.7838,260.3273,0,U,61677,999,9354,.76666059E-4,.2215E-4,0
STARLINK-32363,2024-193T,2026-06-28T13:34:24.672576,15.34382114,.00014805,53.1615,293.7760,85.4078,274.7094,0,U,61678,999,9353,.62399159E-4,.1731E-4,0
STARLINK-32395,2024-193U,2026-06-28T14:32:29.492160,15.30190082,.00011196,53.1615,296.1519,80.9229,279.1898,0,U,61679,999,9350,.2915617E-4,.504E-5,0
STARLINK-32412,2024-193V,2026-06-28T14:37:32.993760,15.31712223,.00013217,53.1612,295.4634,105.3053,254.8095,0,U,61680,999,9351,.90258733E-4,.2438E-4,0
STARLINK-32426,2024-193W,2026-06-28T14:27:55.272384,15.30201337,.00010973,53.1610,296.1278,91.8502,268.2625,0,U,61681,999,9350,.84910599E-4,.2157E-4,0
STARLINK-32429,2024-193X,2026-06-28T14:49:02.635968,15.30194904,.00010892,53.1613,295.5046,96.8061,263.3064,0,U,61682,999,9351,.59200558E-4,.1394E-4,0
STARLINK-11335 [DTC],2024-195A,2026-06-28T07:32:03.444000,15.69694574,.00015073,53.1587,201.2723,43.8578,316.2559,0,U,61687,999,9640,.21431409E-4,.2006E-4,0
STARLINK-11344 [DTC],2024-195B,2026-06-28T08:56:40.751232,15.69691675,.00011023,53.1585,200.9281,100.9417,259.1725,0,U,61688,999,9641,.22137229E-4,.2092E-4,0
STARLINK-11312 [DTC],2024-195C,2026-06-28T07:17:55.788288,15.69697943,.00011198,53.1578,201.2103,49.5678,310.5438,0,U,61689,999,9640,.1203185E-4,.869E-5,0
STARLINK-11340 [DTC],2024-195D,2026-06-28T08:42:32.735232,15.69700571,.00010931,53.1579,200.8604,61.4738,298.6390,0,U,61690,999,9641,.26285169E-4,.2596E-4,0
STARLINK-11339 [DTC],2024-195E,2026-06-28T08:28:25.106304,15.69695698,.00010975,53.1588,200.7939,54.0674,306.0446,0,U,61691,999,9641,.23601001E-4,.227E-4,0
STARLINK-11315 [DTC],2024-195F,2026-06-28T08:35:29.145408,15.69695259,.00011513,53.1590,200.8290,64.9153,295.1984,0,U,61692,999,9641,.23792514E-4,.2293E-4,0
STARLINK-11366 [DTC],2024-195G,2026-06-28T11:24:43.461792,15.69696733,.00010466,53.1587,200.1346,69.0128,291.1002,0,U,61693,999,9643,.17962241E-4,.1587E-4,0
STARLINK-11348 [DTC],2024-195H,2026-06-28T11:17:39.655968,15.69694255,.00010375,53.1576,200.1035,54.4825,305.6289,0,U,61694,999,9643,.22359104E-4,.2119E-4,0
STARLINK-11327 [DTC],2024-195J,2026-06-28T11:10:35.685120,15.69696188,.00008768,53.1585,200.0712,69.9808,290.1304,0,U,61695,999,9643,.22241404E-4,.2105E-4,0
STARLINK-11341 [DTC],2024-195K,2026-06-28T11:03:32.440032,15.69688383,.00011659,53.1581,200.0387,73.8819,286.2328,0,U,61696,999,9643,.12418207E-4,.915E-5,0
STARLINK-11346 [DTC],2024-195L,2026-06-28T07:53:05.837856,15.69699161,.0000857,53.1585,200.6325,79.2753,280.8362,0,U,61697,999,9641,.3351056E-4,.3471E-4,0
STARLINK-11296 [DTC],2024-195N,2026-06-28T07:38:58.322976,15.69697203,.00011598,53.1586,200.5660,61.2197,298.8937,0,U,61699,999,9641,.20599243E-4,.1906E-4,0
STARLINK-32349,2024-195P,2026-06-28T13:11:33.927936,15.30179250,.00010427,53.1620,0.4961,84.8807,275.2313,0,U,61700,999,9415,.47396967E-4,.1044E-4,0
STARLINK-32461,2024-195Q,2026-06-28T05:37:07.605984,15.34390794,.00013612,53.1602,359.9568,103.5528,256.5626,0,U,61701,999,9413,-.4601154E-5,-.532E-5,0
STARLINK-32299,2024-195R,2026-06-28T11:40:12.219456,15.34387616,.00016997,53.1590,358.6888,81.5151,278.6044,0,U,61702,999,9424,.94268291E-4,.2809E-4,0
STARLINK-32387,2024-195T,2026-06-28T12:37:38.367264,15.34431230,.00030074,53.1588,358.2244,82.9008,277.2336,0,U,61704,999,9418,.73092213E-3,.24426E-3,0
STARLINK-32515,2024-195U,2026-06-28T12:06:22.828896,15.30184954,.00013353,53.1620,0.9225,76.7582,283.3568,0,U,61705,999,9414,.73915057E-4,.183E-4,0
STARLINK-32533,2024-195V,2026-06-28T12:40:40.422432,15.34386289,.00014389,53.1599,358.2363,85.1779,274.9388,0,U,61706,999,9418,.1051685E-3,.3177E-4,0
STARLINK-32376,2024-196A,2026-06-28T14:07:47.382240,15.34386126,.00013846,53.1632,305.6692,91.5853,268.5308,0,U,61707,999,9415,.62383131E-4,.1731E-4,0
STARLINK-32402,2024-196B,2026-06-28T12:37:01.668864,15.34380908,.00012337,53.1618,305.9900,94.0816,266.0327,0,U,61708,999,9413,.52461523E-4,.1396E-4,0
STARLINK-32314,2024-196C,2026-06-28T14:58:06.904992,15.30204456,.00013657,53.1623,305.8801,79.3306,280.7849,0,U,61709,999,9414,-.17923651E-4,-.89E-5,0
STARLINK-32404,2024-196D,2026-06-28T14:56:15.166464,15.34415623,.00011514,53.1605,305.8774,97.4156,262.6977,0,U,61710,999,9414,.28614184E-3,.9308E-4,0
STARLINK-32312,2024-196E,2026-06-28T15:35:30.796800,15.34391887,.00008246,53.1616,305.3312,90.9026,269.2071,0,U,61711,999,9415,.69498741E-4,.1972E-4,0
STARLINK-32343,2024-196F,2026-06-28T14:00:01.000224,15.34267422,.00017145,53.1592,306.2638,356.7085,43.0989,0,U,61712,999,571,.73321056E-3,.24373E-3,0
STARLINK-32467,2024-196G,2026-06-28T14:19:54.690528,15.34385294,.0001504,53.1620,305.7234,60.6781,299.4371,0,U,61713,999,9414,-.92668412E-4,-.3504E-4,0
STARLINK-32440,2024-196H,2026-06-28T14:04:44.959872,15.34378087,.0001137,53.1609,305.6529,87.8826,272.2307,0,U,61714,999,9414,-.11946924E-3,-.4407E-4,0
STARLINK-32459,2024-196J,2026-06-28T14:00:01.000224,15.33567656,.00013301,53.1605,306.0295,83.4177,75.0252,0,U,61715,999,587,-.31233595E-3,-.10636E-3,0
STARLINK-32465,2024-196K,2026-06-28T14:38:04.515072,15.34391848,.00008383,53.1592,305.7981,72.9778,287.1316,0,U,61716,999,9414,.37531645E-4,.892E-5,0
STARLINK-32457,2024-196L,2026-06-28T14:00:01.000224,15.33559133,.00013723,53.1601,306.0818,88.6931,42.3019,0,U,61717,999,587,-.18294267E-2,-.6008E-3,0
STARLINK-32591,2024-196M,2026-06-28T14:40:11.307936,15.34390632,.00011447,53.1601,291.5714,105.9043,254.2086,0,U,61718,999,9434,.45756951E-4,.117E-4,0
STARLINK-32344,2024-196N,2026-06-28T15:05:20.924160,15.34390435,.00012776,53.1627,305.9128,87.8680,272.2468,0,U,61719,999,9414,.41782708E-4,.1035E-4,0
STARLINK-32322,2024-196P,2026-06-28T14:28:59.626560,15.34391909,.00014016,53.1621,305.7593,94.4379,265.6784,0,U,61720,999,9414,.11592093E-3,.3541E-4,0
STARLINK-32469,2024-196Q,2026-06-28T14:53:34.109952,15.30193559,.00007596,53.1622,305.8612,83.5026,276.6062,0,U,61721,999,9414,-.63026039E-4,-.2224E-4,0
STARLINK-32438,2024-196R,2026-06-28T14:47:08.654496,15.34416345,.00009189,53.1601,305.8359,76.8731,283.2374,0,U,61722,999,9414,.42319799E-4,.1055E-4,0
STARLINK-32540,2024-196S,2026-06-28T12:35:53.666880,15.34400767,.00012532,53.1600,269.9212,109.2172,250.8967,0,U,61723,999,9463,.15877708E-3,.4992E-4,0
