OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-3761,2022-041B,2026-06-28T14:20:49.843968,15.08831191,.00011879,53.1601,331.0196,84.1073,276.0054,0,U,52262,999,23110,.91643352E-4,.1171E-4,0
STARLINK-3786,2022-041C,2026-06-28T14:26:08.630592,15.08835821,.00011255,53.1600,331.0526,97.0959,263.0161,0,U,52263,999,23110,.17347023E-3,.2474E-4,0
STARLINK-3795,2022-041D,2026-06-28T14:00:01.000224,15.28910358,.000159,53.1611,330.1529,78.7783,9.3584,0,U,52264,999,579,.34138077E-1,.1061274E-1,0
STARLINK-3740,2022-041E,2026-06-28T14:00:01.000224,15.15058802,.00008301,53.1609,331.0100,58.6887,326.8466,0,U,52265,999,579,.2250114E-3,.3954E-4,0
STARLINK-3739,2022-041F,2026-06-28T15:26:12.126624,15.09739511,.00007681,53.2166,330.9200,41.1929,318.9122,0,U,52266,999,23111,.11546444E-2,.18595E-3,0
STARLINK-3748,2022-041G,2026-06-28T14:00:01.000224,15.13629541,.00008309,53.1602,331.0832,137.2209,253.5391,0,U,52267,999,580,.42906645E-3,.7505E-4,0
STARLINK-3746,2022-041H,2026-06-28T14:00:01.000224,15.17689091,.00019589,53.1592,330.8551,91.2300,114.9923,0,U,52268,999,550,.62315971E-3,.12418E-3,0
STARLINK-3791,2022-041J,2026-06-28T15:29:43.931040,15.08828704,.00012676,53.1597,330.8545,88.7397,271.3739,0,U,52269,999,23111,.67630106E-4,.788E-5,0
STARLINK-3804,2022-041K,2026-06-28T15:19:08.090976,15.08829407,.0001208,53.1610,330.9155,97.4501,262.6628,0,U,52270,999,23111,.83772028E-4,.1045E-4,0
STARLINK-3788,2022-041L,2026-06-28T15:24:25.896960,15.08828930,.00011921,53.1596,330.8703,90.1315,269.9813,0,U,52271,999,23111,.35270321E-4,.273E-5,0
STARLINK-3781,2022-041M,2026-06-28T14:00:01.000224,15.18057681,.00023847,53.1607,331.0075,82.4562,79.5888,0,U,52272,999,580,.23058779E-2,.47535E-3,0
STARLINK-3782,2022-041N,2026-06-28T14:00:01.000224,15.12222276,.00020434,53.1596,321.5007,94.1162,146.2145,0,U,52273,999,579,.6335479E-3,.1079E-3,0
STARLINK-3790,2022-041P,2026-06-28T14:00:01.000224,15.15329738,.00023035,53.1606,331.0516,80.7880,83.2684,0,U,52274,999,579,.60507427E-3,.11249E-3,0
STARLINK-3784,2022-041Q,2026-06-28T13:38:26.820672,15.08829353,.00011747,53.1600,331.2007,90.3273,269.7853,0,U,52275,999,23110,.36725335E-4,.296E-5,0
STARLINK-3778,2022-041R,2026-06-28T14:57:56.003904,15.08834918,.00012131,53.1607,330.9541,81.5608,278.5521,0,U,52276,999,23111,.69627115E-4,.82E-5,0
STARLINK-3780,2022-041T,2026-06-28T14:52:38.203104,15.08833827,.00012667,53.1617,330.9695,90.0263,270.0874,0,U,52278,999,23111,.74699262E-4,.901E-5,0
STARLINK-3764,2022-041V,2026-06-28T14:00:01.000224,15.15926106,.00013576,53.1595,331.0356,113.6779,159.4766,0,U,52280,999,579,.59220816E-3,.11195E-3,0
STARLINK-3779,2022-041W,2026-06-28T14:59:18.802752,15.08833269,.00013099,53.1619,330.9491,86.4238,273.6904,0,U,52281,999,23111,.20850661E-4,.44E-6,0
STARLINK-3783,2022-041X,2026-06-28T14:27:25.285536,15.08862298,.00013181,53.1603,321.0484,91.5792,268.5350,0,U,52282,999,23124,.2670955E-3,.3968E-4,0
STARLINK-3789,2022-041Y,2026-06-28T14:47:20.220864,15.08833673,.00012052,53.1609,330.9869,81.7867,278.3261,0,U,52283,999,23111,.79967327E-4,.985E-5,0
STARLINK-3561,2022-041Z,2026-06-28T14:16:15.939552,15.09184115,.00013402,53.1593,321.0793,62.4714,297.6414,0,U,52284,999,23124,.25776678E-2,.41368E-3,0
STARLINK-3802,2022-041AB,2026-06-28T15:41:39.534720,15.08831180,.00011599,53.1602,320.8176,81.3931,278.7192,0,U,52286,999,23125,.43186173E-4,.399E-5,0
STARLINK-3822,2022-041AC,2026-06-28T14:00:01.000224,15.11951298,.00018249,53.1586,331.1186,108.3618,140.4852,0,U,52287,999,579,.52736846E-3,.8861E-4,0
STARLINK-3776,2022-041AD,2026-06-28T15:36:21.504960,15.08832218,.00012732,53.1599,320.8335,90.4815,269.6322,0,U,52288,999,23125,.90089492E-4,.1146E-4,0
STARLINK-3751,2022-041AE,2026-06-28T14:22:11.559360,15.08819870,.00008864,53.1620,321.0673,72.4905,287.6183,0,U,52289,999,23124,-.95462515E-4,-.1806E-4,0
STARLINK-3772,2022-041AF,2026-06-28T15:21:50.609376,15.08829188,.00011664,53.1604,320.8780,93.3299,266.7826,0,U,52290,999,23125,.6461649E-4,.74E-5,0
STARLINK-3753,2022-041AH,2026-06-28T15:15:09.948384,15.08829489,.00011941,53.1604,320.8984,94.6211,265.4917,0,U,52292,999,23125,.5347832E-4,.563E-5,0
STARLINK-3771,2022-041AJ,2026-06-28T15:32:26.438208,15.08831172,.00011944,53.1595,320.8528,88.0964,272.0165,0,U,52293,999,23125,.14382346E-3,.2001E-4,0
